fold,log_loss,brier_score
1.0,0.6859195015467686,0.24638389781354034
2.0,0.6827761557633122,0.2448235006024982
3.0,0.6835491078996001,0.24523853280512417
4.0,0.6826578886348121,0.24478647449835045
