fold,log_loss,brier_score
1.0,1.0016843187747304,0.5974256534892871
2.0,1.0128431420085366,0.6063563414733436
3.0,1.003014803140302,0.5981671455304121
4.0,1.0076357232959543,0.6021076351398158
