fold,log_loss,brier_score
1.0,0.6809827268114688,0.24394371965766296
2.0,0.6879388894235585,0.24738844933214268
3.0,0.6866296145602743,0.2467509234752624
4.0,0.6821972175218084,0.24454606346513763
