fold,log_loss,brier_score
1.0,0.2181540077432176,0.05355317639890134
2.0,0.19316127484017645,0.045774833998329774
3.0,0.19815961271836374,0.04716242329612623
4.0,0.21814036407653,0.05356409778969254
